KÓD,MÌSTO,VOLIÈI V SEZNAMU,VYDANÉ OBALKY,PLATNÉ HLASY,Obèanská demokratická strana v %,Øád národa - Vlastenecká unie v %,CESTA ODPOVÌDNÉ SPOLEÈNOSTI v %,Èeská str.sociálnì demokratická v %,Cibulka v %,Radostné Èesko v %,STAROSTOVÉ A NEZÁVISLÍ v %,Komunistická str.Èech a Moravy v %,Strana zelenıch v %,"ROZUMNÍ-stop migraci,diktát.EU v %",Spoleè.proti vıst.v Prok.údolí v %,Strana svobodnıch obèanù v %,Blok proti islam.-Obran.domova v %,Obèanská demokratická aliance v %,Èeská pirátská strana v %,OBÈANÉ 2011-SPRAVEDL. PRO LIDI v %,Unie H.A.V.E.L. v %,Èeská národní fronta v %,Referendum o Evropské unii v %,TOP 09 v %,ANO 2011 v %,Dobrá volba 2016 v %,SPR-Republ.str.Èsl. M.Sládka v %,Køes.demokr.unie-Ès.str.lid. v %,Èeská strana národnì sociální v %,REALISTÉ v %,SPORTOVCI v %,Dìlnic.str.sociální spravedl. v %,Svob.a pø.dem.-T.Okamura (SPD) v %,Strana Práv Obèanù v %,Narod_sobì v %
585661,Provodov,647,463,461,"7,59","0,00","0,00","4,12",nekandiduje,"0,00","6,29","4,33","0,86","0,43",nekandiduje,"2,16","0,00","0,00","6,72",nekandiduje,nekandiduje,nekandiduje,"0,00","2,60","29,50","0,00","0,00","24,29",nekandiduje,"0,43","0,00","0,21","9,76","0,65",nekandiduje
585670,Racková,628,443,437,"9,61","0,68","0,00","5,49",nekandiduje,"0,00","5,72","6,40","0,91","0,22",nekandiduje,"1,83","0,68","0,00","9,15",nekandiduje,nekandiduje,nekandiduje,"0,45","4,11","27,68","0,00","0,00","11,44",nekandiduje,"1,60","0,45","0,22","12,35","0,91",nekandiduje
556980,Rokytnice,488,290,290,"4,82","0,00","0,00","8,96",nekandiduje,"0,00","6,89","7,24","1,72","0,68",nekandiduje,"1,37","0,00","0,00","5,86",nekandiduje,nekandiduje,nekandiduje,"0,00","0,68","27,24","0,00","0,00","14,48",nekandiduje,"9,31","0,00","0,00","10,34","0,34",nekandiduje
586919,Rudimov,205,148,148,"11,48","0,00","0,00","4,05",nekandiduje,"0,00","9,45","5,40","0,00","0,67",nekandiduje,"0,67","0,00","0,00","13,51",nekandiduje,nekandiduje,nekandiduje,"1,35","0,67","20,94","0,00","0,00","12,16",nekandiduje,"4,05","0,00","0,00","15,54","0,00",nekandiduje
585726,Sazovice,590,410,407,"7,37","0,24","0,00","6,87",nekandiduje,"0,00","4,17","2,70","0,98","0,49",nekandiduje,"0,24","0,00","0,24","5,89",nekandiduje,nekandiduje,nekandiduje,"0,24","2,21","36,36","0,00","0,49","16,95",nekandiduje,"0,73","0,24","0,00","11,05","2,45",nekandiduje
585734,Sehradice,575,392,390,"5,12","0,51","0,00","8,46",nekandiduje,"0,00","5,38","3,84","0,00","0,25",nekandiduje,"0,76","0,25","0,00","7,17",nekandiduje,nekandiduje,nekandiduje,"0,25","0,76","23,58","0,51","0,00","24,10",nekandiduje,"0,76","0,00","0,00","15,38","2,82",nekandiduje
585751,Slavièín,5 396,3 253,3 228,"8,27","0,34","0,06","9,35",nekandiduje,"0,06","4,92","8,08","1,23","0,52",nekandiduje,"1,54","0,09","0,03","8,11",nekandiduje,nekandiduje,nekandiduje,"0,09","2,10","32,06","0,09","0,18","11,02",nekandiduje,"1,33","0,09","0,09","9,82","0,43",nekandiduje
585769,Slopné,455,341,341,"7,33","0,00","0,00","6,15",nekandiduje,"0,58","8,21","4,69","1,17","1,17",nekandiduje,"0,58","0,00","0,00","8,21",nekandiduje,nekandiduje,nekandiduje,"0,00","2,34","18,18","0,00","0,00","31,37",nekandiduje,"0,29","0,00","0,29","8,79","0,58",nekandiduje
585777,Slušovice,2 348,1 474,1 454,"11,76","0,34","0,20","5,50",nekandiduje,"0,06","6,12","4,95","1,51","0,61",nekandiduje,"2,47","0,27","0,41","9,76",nekandiduje,nekandiduje,nekandiduje,"0,00","3,16","27,51","0,13","0,13","12,44",nekandiduje,"0,41","0,13","0,13","10,66","1,23",nekandiduje
585793,Spytihnìv,1 382,924,912,"6,25","0,43","0,00","4,49",nekandiduje,"0,00","4,49","6,57","1,31","0,32",nekandiduje,"2,08","0,00","0,00","6,90",nekandiduje,nekandiduje,nekandiduje,"0,21","2,41","33,55","0,21","0,10","11,29",nekandiduje,"0,65","0,10","0,00","17,21","1,31",nekandiduje
585807,Šanov,393,227,225,"6,66","0,00","0,00","7,11",nekandiduje,"0,00","4,44","11,11","0,44","0,00",nekandiduje,"1,33","0,00","0,00","4,44",nekandiduje,nekandiduje,nekandiduje,"0,00","1,77","38,22","0,00","0,44","14,22",nekandiduje,"0,00","0,88","0,44","8,00","0,44",nekandiduje
585815,Šarovy,214,142,141,"12,05","0,70","0,00","7,09",nekandiduje,"0,00","4,96","4,96","2,12","0,70",nekandiduje,"2,12","0,00","0,00","12,76",nekandiduje,nekandiduje,nekandiduje,"0,00","1,41","29,78","0,00","0,00","4,96",nekandiduje,"0,70","0,00","0,00","15,60","0,00",nekandiduje
585831,Štítná nad Vláøí-Popov,1 763,1 105,1 102,"7,16","0,00","0,00","9,16",nekandiduje,"0,00","4,99","4,90","0,90","0,36",nekandiduje,"0,99","0,09","0,45","6,35",nekandiduje,nekandiduje,nekandiduje,"0,00","1,45","29,67","0,00","0,00","23,32",nekandiduje,"0,99","0,00","0,18","8,89","0,09",nekandiduje
549649,Teèovice,1 020,663,660,"10,00","0,75","0,00","5,90",nekandiduje,"0,00","11,06","3,18","1,51","0,60",nekandiduje,"1,06","0,15","0,15","7,57",nekandiduje,nekandiduje,nekandiduje,"0,00","2,87","27,57","0,15","0,15","10,60",nekandiduje,"1,66","0,15","0,00","13,78","1,06",nekandiduje
535184,Tichov,245,160,159,"1,25","0,00","0,00","10,69",nekandiduje,"0,00","5,03","10,06","0,62","1,25",nekandiduje,"1,25","0,00","0,00","2,51",nekandiduje,nekandiduje,nekandiduje,"0,00","3,14","22,64","0,00","0,00","27,04",nekandiduje,"0,00","0,00","0,00","14,46","0,00",nekandiduje
585858,Tlumaèov,1 973,1 137,1 130,"6,99","0,35","0,08","5,75",nekandiduje,"0,08","4,77","6,72","1,50","0,79",nekandiduje,"0,97","0,26","0,08","6,63",nekandiduje,nekandiduje,nekandiduje,"0,08","1,23","35,30","0,17","0,08","6,90",nekandiduje,"0,88","0,35","0,00","18,76","1,15",nekandiduje
585866,Trnava,931,565,561,"7,48","0,35","0,00","6,06",nekandiduje,"0,00","8,37","8,73","0,71","0,53",nekandiduje,"1,24","0,00","0,17","4,09",nekandiduje,nekandiduje,nekandiduje,"0,00","1,06","28,87","0,00","0,17","17,82",nekandiduje,"0,53","0,00","0,00","13,19","0,53",nekandiduje
585874,Ublo,235,142,141,"14,18","0,70","0,00","9,92",nekandiduje,"0,70","4,96","9,92","1,41","0,70",nekandiduje,"0,70","0,00","0,00","7,09",nekandiduje,nekandiduje,nekandiduje,"0,00","2,83","34,04","0,00","0,00","4,96",nekandiduje,"2,12","0,00","0,00","5,67","0,00",nekandiduje
585882,Újezd,980,566,561,"4,27","0,00","0,17","8,91",nekandiduje,"0,17","14,43","7,13","1,24","0,53",nekandiduje,"1,42","0,00","0,35","10,16",nekandiduje,nekandiduje,nekandiduje,"0,00","1,60","21,21","0,00","0,53","14,43",nekandiduje,"0,71","0,00","0,89","11,05","0,71",nekandiduje
585891,Valašské Klobouky,4 050,2 496,2 481,"9,47","0,16","0,00","6,12",nekandiduje,"0,04","9,06","6,28","0,88","0,48",nekandiduje,"1,73","0,16","0,16","9,02",nekandiduje,nekandiduje,nekandiduje,"0,00","2,21","26,07","0,08","0,00","17,97",nekandiduje,"0,24","0,00","0,00","9,43","0,36",nekandiduje
585912,Velkı Oøechov,607,437,435,"10,34","0,22","0,00","4,13",nekandiduje,"0,00","3,44","5,97","0,22","0,00",nekandiduje,"0,91","0,00","0,22","4,82",nekandiduje,nekandiduje,nekandiduje,"0,00","1,83","34,25","0,00","0,00","12,64",nekandiduje,"0,45","0,00","0,45","18,85","1,14",nekandiduje
585921,Veselá,651,445,442,"11,08","0,22","0,00","9,27",nekandiduje,"0,00","6,78","3,61","0,67","0,45",nekandiduje,"1,58","0,45","0,00","8,59",nekandiduje,nekandiduje,nekandiduje,"0,90","3,16","28,28","0,00","0,00","9,04",nekandiduje,"0,67","0,22","0,22","14,25","0,45",nekandiduje
585939,Vizovice,3 872,2 402,2 381,"12,30","0,62","0,08","5,41",nekandiduje,"0,00","9,07","4,74","1,42","0,37",nekandiduje,"1,04","0,16","0,12","10,49",nekandiduje,nekandiduje,nekandiduje,"0,12","4,03","25,66","0,08","0,12","10,58",nekandiduje,"0,37","0,08","0,08","11,46","1,46",nekandiduje
586994,Vlachova Lhota,189,99,98,"17,34","0,00","0,00","9,18",nekandiduje,"0,00","18,36","6,12","0,00","1,02",nekandiduje,"1,02","0,00","0,00","5,10",nekandiduje,nekandiduje,nekandiduje,"0,00","1,02","19,38","0,00","0,00","12,24",nekandiduje,"0,00","1,02","0,00","8,16","0,00",nekandiduje
585955,Vlachovice,1 216,768,761,"4,46","0,00","0,00","6,30",nekandiduje,"0,13","14,45","7,22","0,78","0,91",nekandiduje,"1,05","0,00","0,13","5,12",nekandiduje,nekandiduje,nekandiduje,"0,13","2,23","30,74","0,00","0,13","17,08",nekandiduje,"0,39","0,00","0,13","8,14","0,39",nekandiduje
585963,Vlèková,328,207,206,"8,73","1,45","0,00","7,76",nekandiduje,"0,00","5,33","5,82","0,00","2,91",nekandiduje,"0,48","0,00","0,00","7,76",nekandiduje,nekandiduje,nekandiduje,"0,00","2,91","31,06","0,00","0,48","8,25",nekandiduje,"0,48","0,48","0,48","15,04","0,48",nekandiduje
585971,Všemina,915,602,601,"6,48","0,00","0,16","7,15",nekandiduje,"0,00","2,99","3,99","0,83","0,49",nekandiduje,"1,16","0,00","0,49","5,15",nekandiduje,nekandiduje,nekandiduje,"0,00","1,83","34,60","0,00","0,00","20,29",nekandiduje,"0,49","0,16","0,00","11,64","1,99",nekandiduje
585980,Vysoké Pole,658,366,365,"1,64","0,00","0,00","8,76",nekandiduje,"0,00","16,71","4,10","1,36","0,54",nekandiduje,"0,82","0,27","0,00","6,57",nekandiduje,nekandiduje,nekandiduje,"0,00","1,64","28,21","0,00","0,00","19,45",nekandiduje,"0,00","0,27","0,00","9,58","0,00",nekandiduje
585998,Zádveøice-Raková,1 149,706,699,"10,72","0,14","0,28","7,86",nekandiduje,"0,14","8,29","6,29","1,28","0,42",nekandiduje,"1,28","0,00","0,14","8,58",nekandiduje,nekandiduje,nekandiduje,"0,00","3,29","31,47","0,00","0,00","3,71",nekandiduje,"1,00","0,28","0,14","13,01","1,57",nekandiduje
585068,Zlín,61 206,39 202,38 975,"11,38","0,35","0,10","6,18",nekandiduje,"0,07","7,85","4,69","1,36","0,49",nekandiduje,"2,05","0,10","0,11","9,73",nekandiduje,nekandiduje,nekandiduje,"0,07","4,33","29,98","0,07","0,16","7,62",nekandiduje,"0,92","0,17","0,06","11,29","0,75",nekandiduje
500011,elechovice nad Døevnicí,1 598,1 041,1 032,"10,94","0,00","0,09","8,13",nekandiduje,"0,19","8,52","3,87","0,77","0,58",nekandiduje,"1,55","0,09","0,09","9,49",nekandiduje,nekandiduje,nekandiduje,"0,09","3,68","25,58","0,00","0,19","10,65",nekandiduje,"0,67","0,00","0,00","13,95","0,77",nekandiduje
586013,lutava,916,624,621,"13,84","0,80","0,00","4,83",nekandiduje,"0,00","4,02","6,44","0,64","0,48",nekandiduje,"2,73","0,00","0,00","9,33",nekandiduje,nekandiduje,nekandiduje,"0,00","1,61","33,97","0,16","0,00","6,76",nekandiduje,"3,05","0,16","0,16","10,14","0,80",nekandiduje
KÓD,MÌSTO,VOLIÈI V SEZNAMU,VYDANÉ OBALKY,PLATNÉ HLASY,Obèanská demokratická strana v %,Øád národa - Vlastenecká unie v %,CESTA ODPOVÌDNÉ SPOLEÈNOSTI v %,Èeská str.sociálnì demokratická v %,Cibulka v %,Radostné Èesko v %,STAROSTOVÉ A NEZÁVISLÍ v %,Komunistická str.Èech a Moravy v %,Strana zelenıch v %,"ROZUMNÍ-stop migraci,diktát.EU v %",Spoleè.proti vıst.v Prok.údolí v %,Strana svobodnıch obèanù v %,Blok proti islam.-Obran.domova v %,Obèanská demokratická aliance v %,Èeská pirátská strana v %,OBÈANÉ 2011-SPRAVEDL. PRO LIDI v %,Unie H.A.V.E.L. v %,Èeská národní fronta v %,Referendum o Evropské unii v %,TOP 09 v %,ANO 2011 v %,Dobrá volba 2016 v %,SPR-Republ.str.Èsl. M.Sládka v %,Køes.demokr.unie-Ès.str.lid. v %,Èeská strana národnì sociální v %,REALISTÉ v %,SPORTOVCI v %,Dìlnic.str.sociální spravedl. v %,Svob.a pø.dem.-T.Okamura (SPD) v %,Strana Práv Obèanù v %,Narod_sobì v %
588318,Bìlov,257,174,174,"14,36","0,00","0,00","4,59","0,00",nekandiduje,"8,04","11,49","0,57","0,00",nekandiduje,"1,14","0,00","0,00","8,04",nekandiduje,nekandiduje,nekandiduje,"0,00","3,44","29,31","0,00","0,00","5,17",nekandiduje,"2,29","0,00","0,00","11,49","0,00",nekandiduje
585076,Biskupice,564,314,314,"5,41","0,31","0,00","5,09","0,00",nekandiduje,"4,77","10,82","0,63","1,91",nekandiduje,"4,77","0,00","0,00","5,09",nekandiduje,nekandiduje,nekandiduje,"0,00","0,31","32,48","0,00","0,31","12,10",nekandiduje,"0,63","0,00","0,63","13,37","1,27",nekandiduje
557102,Bohuslavice nad Vláøí,315,201,201,"9,45","0,49","0,00","11,94","0,49",nekandiduje,"3,98","6,46","0,99","1,49",nekandiduje,"0,49","0,49","0,00","7,96",nekandiduje,nekandiduje,nekandiduje,"0,00","0,99","32,33","0,49","0,00","10,94",nekandiduje,"0,00","0,00","1,49","8,95","0,49",nekandiduje
585092,Bohuslavice u Zlína,637,399,397,"8,06","0,00","0,00","7,05","0,00",nekandiduje,"9,06","6,04","1,51","1,25",nekandiduje,"1,25","0,00","0,00","5,28",nekandiduje,nekandiduje,nekandiduje,"0,00","2,01","31,48","0,00","0,75","10,07",nekandiduje,"0,25","0,50","0,00","13,60","1,76",nekandiduje
585106,Bratøejov,640,422,419,"4,77","2,86","0,00","8,11","0,00",nekandiduje,"6,92","8,35","1,67","1,19",nekandiduje,"0,71","0,00","0,00","8,35",nekandiduje,nekandiduje,nekandiduje,"0,00","0,95","23,15","0,23","0,00","18,13",nekandiduje,"0,23","0,00","0,23","13,12","0,95",nekandiduje
585114,Brumov-Bylnice,4 531,2 599,2 582,"6,11","0,27","0,03","9,25","0,03",nekandiduje,"6,15","6,15","0,73","0,46",nekandiduje,"1,58","0,07","0,03","6,19",nekandiduje,nekandiduje,nekandiduje,"0,03","1,47","29,62","0,00","0,11","19,17",nekandiduje,"0,89","0,07","0,15","10,92","0,38",nekandiduje
538744,Bøeznice,1 032,687,681,"12,04","0,00","0,29","5,28","0,00",nekandiduje,"7,19","4,84","0,58","0,58",nekandiduje,"3,37","0,00","0,00","6,60",nekandiduje,nekandiduje,nekandiduje,"0,14","3,23","31,13","0,00","0,00","10,27",nekandiduje,"0,00","0,00","0,14","13,36","0,88",nekandiduje
585131,Bøezová,375,262,261,"6,89","0,38","0,00","5,36","0,00",nekandiduje,"6,13","9,19","1,14","1,53",nekandiduje,"0,38","0,00","0,00","8,81",nekandiduje,nekandiduje,nekandiduje,"0,00","1,53","27,20","0,00","0,00","16,85",nekandiduje,"0,00","0,38","0,00","12,64","1,53",nekandiduje
585149,Bøezùvky,567,359,356,"6,46","0,84","0,00","5,05","0,00",nekandiduje,"4,49","5,33","0,84","0,84",nekandiduje,"1,12","0,00","0,00","10,11",nekandiduje,nekandiduje,nekandiduje,"0,56","2,24","28,65","0,00","0,00","11,51",nekandiduje,"0,00","0,56","0,00","20,78","0,56",nekandiduje
585157,Dešná,165,103,103,"1,94","0,00","0,00","5,82","0,00",nekandiduje,"15,53","6,79","0,00","0,00",nekandiduje,"4,85","0,00","0,00","3,88",nekandiduje,nekandiduje,nekandiduje,"0,00","0,97","31,06","0,00","0,00","18,44",nekandiduje,"0,97","0,00","0,00","9,70","0,00",nekandiduje
585165,Dobrkovice,215,143,143,"7,69","0,69","0,00","13,98","0,00",nekandiduje,"2,79","4,89","0,00","3,49",nekandiduje,"2,09","0,00","0,00","2,09",nekandiduje,nekandiduje,nekandiduje,"0,00","0,00","26,57","0,00","0,69","20,27",nekandiduje,"0,69","0,00","0,00","13,98","0,00",nekandiduje
585173,Dolní Lhota,504,354,353,"5,94","0,28","0,00","4,81","0,00",nekandiduje,"5,66","4,24","0,56","0,56",nekandiduje,"0,28","0,56","0,00","6,51",nekandiduje,nekandiduje,nekandiduje,"0,00","0,84","23,79","0,00","0,84","35,41",nekandiduje,"0,56","0,00","0,28","7,64","1,13",nekandiduje
585181,Doubravy,436,271,270,"14,07","0,74","0,00","7,03","0,00",nekandiduje,"9,62","3,70","1,85","0,00",nekandiduje,"0,00","0,00","0,37","8,14",nekandiduje,nekandiduje,nekandiduje,"0,00","3,70","28,51","0,00","0,00","5,55",nekandiduje,"0,00","0,00","0,00","15,92","0,74",nekandiduje
585190,Drnovice,329,217,216,"2,31","0,00","0,00","6,94","0,00",nekandiduje,"11,11","2,77","0,92","2,31",nekandiduje,"0,00","0,00","0,00","6,94",nekandiduje,nekandiduje,nekandiduje,"0,00","2,31","23,61","0,00","0,00","33,79",nekandiduje,"0,92","0,00","0,00","6,01","0,00",nekandiduje
585203,Drková,299,194,194,"7,21","0,51","0,00","7,73","0,51",nekandiduje,"6,70","5,15","0,00","0,51",nekandiduje,"0,51","0,00","0,00","6,70",nekandiduje,nekandiduje,nekandiduje,"0,51","1,54","37,11","0,00","0,00","11,34",nekandiduje,"0,00","0,00","0,00","13,91","0,00",nekandiduje
585211,Fryšták,3 037,1 972,1 952,"13,67","0,15","0,00","6,81","0,00",nekandiduje,"5,17","4,09","1,43","0,40",nekandiduje,"2,35","0,05","0,15","6,40",nekandiduje,nekandiduje,nekandiduje,"0,00","3,89","27,45","0,00","0,15","13,26",nekandiduje,"0,25","0,15","0,00","13,31","0,76",nekandiduje
585220,Halenkovice,1 502,887,886,"5,53","0,56","0,11","5,30","0,33",nekandiduje,"5,75","10,94","1,01","0,56",nekandiduje,"1,12","0,11","0,22","7,90",nekandiduje,nekandiduje,nekandiduje,"0,22","2,37","35,66","0,00","0,22","6,88",nekandiduje,"0,45","0,00","0,11","13,99","0,56",nekandiduje
585238,Haluzice,70,46,46,"0,00","0,00","0,00","10,86","0,00",nekandiduje,"2,17","10,86","0,00","0,00",nekandiduje,"2,17","0,00","0,00","6,52",nekandiduje,nekandiduje,nekandiduje,"0,00","2,17","28,26","0,00","0,00","10,86",nekandiduje,"0,00","0,00","0,00","26,08","0,00",nekandiduje
585246,Horní Lhota,457,315,315,"11,11","0,00","0,00","6,66","0,00",nekandiduje,"6,34","7,30","0,63","0,63",nekandiduje,"0,31","0,00","0,00","10,47",nekandiduje,nekandiduje,nekandiduje,"0,00","6,03","21,58","0,31","0,00","20,63",nekandiduje,"0,00","0,31","0,00","7,61","0,00",nekandiduje
585254,Hostišová,386,238,236,"5,93","0,42","0,42","2,54","0,00",nekandiduje,"8,47","6,35","0,00","0,42",nekandiduje,"0,84","0,00","0,00","7,20",nekandiduje,nekandiduje,nekandiduje,"0,00","2,54","24,15","0,00","0,00","17,37",nekandiduje,"1,27","0,84","0,42","18,22","2,54",nekandiduje
585262,Hrobice,381,218,217,"11,05","1,38","0,00","9,67","0,46",nekandiduje,"8,29","5,06","0,92","1,84",nekandiduje,"0,46","0,46","0,00","4,60",nekandiduje,nekandiduje,nekandiduje,"0,00","0,92","22,58","0,00","0,00","18,43",nekandiduje,"0,00","0,46","0,00","12,90","0,46",nekandiduje
585271,Høivínùv Újezd,452,283,283,"5,65","0,00","0,00","7,06","0,00",nekandiduje,"6,00","8,83","0,35","0,00",nekandiduje,"0,35","0,00","0,00","4,94",nekandiduje,nekandiduje,nekandiduje,"0,00","1,41","32,50","0,35","0,00","13,42",nekandiduje,"0,00","0,00","0,00","18,37","0,70",nekandiduje
585289,Hvozdná,1 016,713,707,"11,03","0,14","0,14","8,48","0,00",nekandiduje,"5,94","4,66","1,13","0,28",nekandiduje,"1,27","0,00","0,00","10,74",nekandiduje,nekandiduje,nekandiduje,"0,14","2,82","22,34","0,00","0,28","16,40",nekandiduje,"1,13","0,42","0,14","12,02","0,42",nekandiduje
585301,Jasenná,761,494,493,"10,95","0,20","0,00","5,67","0,20",nekandiduje,"8,31","7,30","1,21","0,81",nekandiduje,"3,24","0,00","0,20","7,70",nekandiduje,nekandiduje,nekandiduje,"0,00","3,24","26,36","0,00","0,40","6,69",nekandiduje,"0,81","0,20","0,40","15,41","0,60",nekandiduje
585319,Jestøabí,232,115,115,"6,08","0,86","0,00","13,04","0,00",nekandiduje,"6,95","11,30","0,00","3,47",nekandiduje,"0,86","0,00","0,00","5,21",nekandiduje,nekandiduje,nekandiduje,"0,00","1,73","19,13","0,00","0,00","24,34",nekandiduje,"0,00","0,00","0,86","4,34","1,73",nekandiduje
585327,Kaòovice,225,144,143,"2,09","0,00","0,00","5,59","0,00",nekandiduje,"2,79","17,48","1,39","0,69",nekandiduje,"1,39","0,00","0,00","9,09",nekandiduje,nekandiduje,nekandiduje,"0,00","0,00","18,88","0,00","1,39","13,28",nekandiduje,"0,69","0,00","0,00","23,77","1,39",nekandiduje
587052,Karlovice,192,135,134,"8,20","0,00","0,00","6,71","0,00",nekandiduje,"3,73","5,97","0,00","0,74",nekandiduje,"0,74","0,00","0,00","6,71",nekandiduje,nekandiduje,nekandiduje,"0,00","2,98","35,07","0,00","0,74","14,92",nekandiduje,"0,74","0,00","0,00","12,68","0,00",nekandiduje
585343,Kašava,718,502,499,"6,01","0,20","0,00","5,01","0,00",nekandiduje,"8,81","4,60","1,00","0,80",nekandiduje,"1,20","0,00","0,20","6,21",nekandiduje,nekandiduje,nekandiduje,"0,00","1,40","23,44","0,20","0,00","22,24",nekandiduje,"1,00","0,20","0,00","17,23","0,20",nekandiduje
592251,Kelníky,127,93,93,"12,90","0,00","0,00","7,52","0,00",nekandiduje,"2,15","8,60","3,22","1,07",nekandiduje,"1,07","0,00","0,00","4,30",nekandiduje,nekandiduje,nekandiduje,"0,00","1,07","16,12","0,00","2,15","22,58",nekandiduje,"0,00","0,00","0,00","16,12","1,07",nekandiduje
549436,Komárov,285,187,185,"3,24","3,24","0,00","5,40","0,54",nekandiduje,"4,86","7,02","1,62","0,00",nekandiduje,"2,16","0,00","0,00","9,18",nekandiduje,nekandiduje,nekandiduje,"0,00","2,16","22,70","0,00","0,00","13,51",nekandiduje,"2,16","1,62","0,54","18,37","1,62",nekandiduje
586960,Køekov,138,84,82,"3,65","0,00","0,00","8,53","1,21",nekandiduje,"13,41","8,53","0,00","0,00",nekandiduje,"0,00","0,00","0,00","8,53",nekandiduje,nekandiduje,nekandiduje,"0,00","2,43","13,41","0,00","0,00","17,07",nekandiduje,"0,00","0,00","0,00","23,17","0,00",nekandiduje
573434,Lhota,695,448,445,"4,94","0,44","0,00","4,04","0,22",nekandiduje,"4,71","5,39","0,67","0,44",nekandiduje,"1,12","0,00","0,22","11,91",nekandiduje,nekandiduje,nekandiduje,"0,22","2,02","28,31","0,00","0,22","23,37",nekandiduje,"0,00","0,67","0,44","9,43","1,12",nekandiduje
549550,Lhotsko,228,141,141,"6,38","0,00","0,00","7,09","0,00",nekandiduje,"7,80","2,12","0,00","1,41",nekandiduje,"2,12","0,00","0,70","14,89",nekandiduje,nekandiduje,nekandiduje,"0,00","5,67","31,91","0,00","0,00","3,54",nekandiduje,"0,00","0,70","0,00","15,60","0,00",nekandiduje
549622,Lípa,683,495,490,"15,30","0,40","0,20","4,08","0,00",nekandiduje,"4,48","5,10","0,40","0,81",nekandiduje,"1,63","0,00","0,00","13,46",nekandiduje,nekandiduje,nekandiduje,"0,00","4,69","26,93","0,20","0,00","9,59",nekandiduje,"0,20","0,00","0,00","12,24","0,20",nekandiduje
586871,Lipová,289,199,199,"6,53","0,50","0,00","3,51","0,00",nekandiduje,"3,01","7,03","1,00","1,50",nekandiduje,"1,50","0,00","0,00","7,03",nekandiduje,nekandiduje,nekandiduje,"0,00","1,50","33,66","0,00","0,00","15,57",nekandiduje,"1,00","0,00","0,00","15,57","1,00",nekandiduje
585432,Louèka,429,253,250,"8,40","0,00","0,00","3,60","0,00",nekandiduje,"6,40","8,80","0,40","1,60",nekandiduje,"1,60","0,40","0,00","6,00",nekandiduje,nekandiduje,nekandiduje,"0,40","0,40","27,20","0,00","0,40","22,00",nekandiduje,"0,00","0,00","0,00","11,20","1,20",nekandiduje
585441,Ludkovice,575,394,392,"8,67","0,00","0,00","9,18","0,00",nekandiduje,"4,08","4,33","1,02","0,00",nekandiduje,"3,57","0,00","0,00","12,24",nekandiduje,nekandiduje,nekandiduje,"0,00","3,82","28,57","0,00","0,00","10,96",nekandiduje,"0,51","0,25","0,00","11,47","1,27",nekandiduje
585459,Luhaèovice,4 784,3 247,3 232,"10,48","0,12","0,09","6,09","0,03",nekandiduje,"4,91","6,68","1,42","0,46",nekandiduje,"2,35","0,03","0,15","9,15",nekandiduje,nekandiduje,nekandiduje,"0,03","4,05","29,08","0,06","0,15","10,98",nekandiduje,"1,36","0,12","0,03","10,82","1,26",nekandiduje
585467,Lukov,1 443,945,941,"14,24","0,42","0,00","6,48","0,00",nekandiduje,"6,37","5,41","0,95","0,42",nekandiduje,"1,38","0,00","0,10","8,07",nekandiduje,nekandiduje,nekandiduje,"0,00","2,65","27,84","0,00","0,21","14,87",nekandiduje,"0,21","0,00","0,10","9,03","1,16",nekandiduje
557145,Lukoveèek,343,259,258,"12,01","0,00","0,00","4,26","0,00",nekandiduje,"7,75","5,81","1,55","0,38",nekandiduje,"0,77","0,00","0,00","6,97",nekandiduje,nekandiduje,nekandiduje,"0,00","3,87","21,70","0,00","0,38","7,75",nekandiduje,"1,16","0,00","0,00","24,80","0,77",nekandiduje
585483,Lutonina,331,199,198,"7,07","1,01","0,00","7,07","0,50",nekandiduje,"7,57","10,60","2,02","2,52",nekandiduje,"0,50","1,01","0,00","6,06",nekandiduje,nekandiduje,nekandiduje,"0,00","2,02","37,87","0,00","0,00","4,04",nekandiduje,"0,50","0,00","0,00","8,08","1,51",nekandiduje
585491,Machová,505,310,307,"2,93","0,65","1,30","5,86","0,00",nekandiduje,"5,86","7,49","0,00","1,95",nekandiduje,"1,62","0,00","0,00","5,21",nekandiduje,nekandiduje,nekandiduje,"0,00","0,65","34,52","0,00","0,00","14,65",nekandiduje,"0,97","0,00","0,00","15,63","0,65",nekandiduje
585505,Mysloèovice,489,352,350,"11,42","0,00","0,00","4,85","0,00",nekandiduje,"8,57","6,85","0,00","0,57",nekandiduje,"1,14","0,00","0,28","7,42",nekandiduje,nekandiduje,nekandiduje,"0,57","2,28","20,85","0,00","0,85","18,28",nekandiduje,"0,57","0,28","0,00","14,28","0,85",nekandiduje
585513,Napajedla,5 961,3 750,3 695,"9,03","0,37","0,18","5,33","0,08",nekandiduje,"4,33","7,28","1,62","0,62",nekandiduje,"1,24","0,08","0,08","11,06",nekandiduje,nekandiduje,nekandiduje,"0,02","2,48","33,85","0,10","0,21","6,27",nekandiduje,"0,54","0,18","0,10","14,23","0,59",nekandiduje
